product, price , quantity ,sales ,date,region
periwinkle morsel,$1.25,585,,29-02-2020,north
periwinkle morsel,$1.25,571,,29-02-2020,south
periwinkle morsel,$1.25,551,,29-02-2020,east
periwinkle morsel,$1.25,596,,29-02-2020,west
vermilion morsel,$4.99,537,,29-02-2020,north
vermilion morsel,$4.99,568,,29-02-2020,south
vermilion morsel,$4.99,573,,29-02-2020,east
vermilion morsel,$4.99,532,,29-02-2020,west
lapis morsel,$1.99,583,,29-02-2020,north
lapis morsel,$1.99,571,,29-02-2020,south
lapis morsel,$1.99,504,,29-02-2020,east
lapis morsel,$1.99,589,,29-02-2020,west
pink morsel,3,531,1593,01-03-2020,north
pink morsel,3,542,1626,01-03-2020,south
pink morsel,3,542,1626,01-03-2020,east
pink morsel,3,564,1692,01-03-2020,west
gold morsel,$9.99,546,,01-03-2020,north
gold morsel,$9.99,502,,01-03-2020,south
gold morsel,$9.99,546,,01-03-2020,east
gold morsel,$9.99,572,,01-03-2020,west
magenta morsel,$2.50,548,,01-03-2020,north
magenta morsel,$2.50,536,,01-03-2020,south
magenta morsel,$2.50,577,,01-03-2020,east
magenta morsel,$2.50,545,,01-03-2020,west
chartreuse morsel,$3.00,551,,01-03-2020,north
chartreuse morsel,$3.00,555,,01-03-2020,south
chartreuse morsel,$3.00,570,,01-03-2020,east
chartreuse morsel,$3.00,504,,01-03-2020,west
periwinkle morsel,$1.25,584,,01-03-2020,north
periwinkle morsel,$1.25,560,,01-03-2020,south
periwinkle morsel,$1.25,581,,01-03-2020,east
periwinkle morsel,$1.25,539,,01-03-2020,west
vermilion morsel,$4.99,508,,01-03-2020,north
vermilion morsel,$4.99,524,,01-03-2020,south
vermilion morsel,$4.99,549,,01-03-2020,east
vermilion morsel,$4.99,567,,01-03-2020,west
lapis morsel,$1.99,524,,01-03-2020,north
lapis morsel,$1.99,507,,01-03-2020,south
lapis morsel,$1.99,544,,01-03-2020,east
lapis morsel,$1.99,528,,01-03-2020,west
pink morsel,3,503,1509,02-03-2020,north
pink morsel,3,596,1788,02-03-2020,south
pink morsel,3,524,1572,02-03-2020,east
pink morsel,3,523,1569,02-03-2020,west
gold morsel,$9.99,540,,02-03-2020,north
gold morsel,$9.99,506,,02-03-2020,south
gold morsel,$9.99,516,,02-03-2020,east
gold morsel,$9.99,521,,02-03-2020,west
magenta morsel,$2.50,565,,02-03-2020,north
magenta morsel,$2.50,560,,02-03-2020,south
magenta morsel,$2.50,524,,02-03-2020,east
magenta morsel,$2.50,505,,02-03-2020,west
chartreuse morsel,$3.00,543,,02-03-2020,north
chartreuse morsel,$3.00,511,,02-03-2020,south
chartreuse morsel,$3.00,514,,02-03-2020,east
chartreuse morsel,$3.00,583,,02-03-2020,west
periwinkle morsel,$1.25,547,,02-03-2020,north
periwinkle morsel,$1.25,510,,02-03-2020,south
periwinkle morsel,$1.25,504,,02-03-2020,east
periwinkle morsel,$1.25,508,,02-03-2020,west
vermilion morsel,$4.99,587,,02-03-2020,north
vermilion morsel,$4.99,598,,02-03-2020,south
vermilion morsel,$4.99,580,,02-03-2020,east
vermilion morsel,$4.99,600,,02-03-2020,west
lapis morsel,$1.99,531,,02-03-2020,north
lapis morsel,$1.99,595,,02-03-2020,south
lapis morsel,$1.99,555,,02-03-2020,east
lapis morsel,$1.99,511,,02-03-2020,west
pink morsel,3,544,1632,03-03-2020,north
pink morsel,3,516,1548,03-03-2020,south
pink morsel,3,541,1623,03-03-2020,east
pink morsel,3,502,1506,03-03-2020,west
gold morsel,$9.99,505,,03-03-2020,north
gold morsel,$9.99,552,,03-03-2020,south
gold morsel,$9.99,586,,03-03-2020,east
gold morsel,$9.99,520,,03-03-2020,west
magenta morsel,$2.50,581,,03-03-2020,north
magenta morsel,$2.50,506,,03-03-2020,south
magenta morsel,$2.50,549,,03-03-2020,east
magenta morsel,$2.50,594,,03-03-2020,west
chartreuse morsel,$3.00,589,,03-03-2020,north
chartreuse morsel,$3.00,576,,03-03-2020,south
chartreuse morsel,$3.00,580,,03-03-2020,east
chartreuse morsel,$3.00,508,,03-03-2020,west
periwinkle morsel,$1.25,596,,03-03-2020,north
periwinkle morsel,$1.25,505,,03-03-2020,south
periwinkle morsel,$1.25,535,,03-03-2020,east
periwinkle morsel,$1.25,502,,03-03-2020,west
vermilion morsel,$4.99,586,,03-03-2020,north
vermilion morsel,$4.99,587,,03-03-2020,south
vermilion morsel,$4.99,599,,03-03-2020,east
vermilion morsel,$4.99,594,,03-03-2020,west
lapis morsel,$1.99,511,,03-03-2020,north
lapis morsel,$1.99,530,,03-03-2020,south
lapis morsel,$1.99,540,,03-03-2020,east
lapis morsel,$1.99,593,,03-03-2020,west
pink morsel,3,591,1773,04-03-2020,north
pink morsel,3,559,1677,04-03-2020,south
pink morsel,3,546,1638,04-03-2020,east
pink morsel,3,523,1569,04-03-2020,west
gold morsel,$9.99,528,,04-03-2020,north
gold morsel,$9.99,533,,04-03-2020,south
gold morsel,$9.99,508,,04-03-2020,east
gold morsel,$9.99,592,,04-03-2020,west
magenta morsel,$2.50,502,,04-03-2020,north
magenta morsel,$2.50,598,,04-03-2020,south
magenta morsel,$2.50,537,,04-03-2020,east
magenta morsel,$2.50,599,,04-03-2020,west
chartreuse morsel,$3.00,579,,04-03-2020,north
chartreuse morsel,$3.00,556,,04-03-2020,south
chartreuse morsel,$3.00,505,,04-03-2020,east
chartreuse morsel,$3.00,519,,04-03-2020,west
periwinkle morsel,$1.25,533,,04-03-2020,north
periwinkle morsel,$1.25,539,,04-03-2020,south
periwinkle morsel,$1.25,514,,04-03-2020,east
periwinkle morsel,$1.25,503,,04-03-2020,west
vermilion morsel,$4.99,510,,04-03-2020,north
vermilion morsel,$4.99,508,,04-03-2020,south
vermilion morsel,$4.99,556,,04-03-2020,east
vermilion morsel,$4.99,539,,04-03-2020,west
lapis morsel,$1.99,543,,04-03-2020,north
lapis morsel,$1.99,508,,04-03-2020,south
lapis morsel,$1.99,531,,04-03-2020,east
lapis morsel,$1.99,584,,04-03-2020,west
pink morsel,3,598,1794,05-03-2020,north
pink morsel,3,588,1764,05-03-2020,south
pink morsel,3,510,1530,05-03-2020,east
pink morsel,3,590,1770,05-03-2020,west
gold morsel,$9.99,557,,05-03-2020,north
gold morsel,$9.99,549,,05-03-2020,south
gold morsel,$9.99,539,,05-03-2020,east
gold morsel,$9.99,518,,05-03-2020,west
magenta morsel,$2.50,592,,05-03-2020,north
magenta morsel,$2.50,556,,05-03-2020,south
magenta morsel,$2.50,566,,05-03-2020,east
magenta morsel,$2.50,559,,05-03-2020,west
chartreuse morsel,$3.00,582,,05-03-2020,north
chartreuse morsel,$3.00,560,,05-03-2020,south
chartreuse morsel,$3.00,519,,05-03-2020,east
chartreuse morsel,$3.00,561,,05-03-2020,west
periwinkle morsel,$1.25,593,,05-03-2020,north
periwinkle morsel,$1.25,503,,05-03-2020,south
periwinkle morsel,$1.25,503,,05-03-2020,east
periwinkle morsel,$1.25,581,,05-03-2020,west
vermilion morsel,$4.99,588,,05-03-2020,north
vermilion morsel,$4.99,528,,05-03-2020,south
vermilion morsel,$4.99,533,,05-03-2020,east
vermilion morsel,$4.99,598,,05-03-2020,west
lapis morsel,$1.99,587,,05-03-2020,north
lapis morsel,$1.99,558,,05-03-2020,south
lapis morsel,$1.99,567,,05-03-2020,east
lapis morsel,$1.99,597,,05-03-2020,west
pink morsel,3,541,1623,06-03-2020,north
pink morsel,3,578,1734,06-03-2020,south
pink morsel,3,566,1698,06-03-2020,east
pink morsel,3,501,1503,06-03-2020,west
gold morsel,$9.99,533,,06-03-2020,north
gold morsel,$9.99,549,,06-03-2020,south
gold morsel,$9.99,519,,06-03-2020,east
gold morsel,$9.99,537,,06-03-2020,west
magenta morsel,$2.50,586,,06-03-2020,north
magenta morsel,$2.50,596,,06-03-2020,south
magenta morsel,$2.50,557,,06-03-2020,east
magenta morsel,$2.50,524,,06-03-2020,west
chartreuse morsel,$3.00,527,,06-03-2020,north
chartreuse morsel,$3.00,551,,06-03-2020,south
chartreuse morsel,$3.00,524,,06-03-2020,east
chartreuse morsel,$3.00,508,,06-03-2020,west
periwinkle morsel,$1.25,545,,06-03-2020,north
periwinkle morsel,$1.25,554,,06-03-2020,south
periwinkle morsel,$1.25,523,,06-03-2020,east
periwinkle morsel,$1.25,550,,06-03-2020,west
vermilion morsel,$4.99,518,,06-03-2020,north
vermilion morsel,$4.99,571,,06-03-2020,south
vermilion morsel,$4.99,579,,06-03-2020,east
vermilion morsel,$4.99,557,,06-03-2020,west
lapis morsel,$1.99,565,,06-03-2020,north
lapis morsel,$1.99,534,,06-03-2020,south
lapis morsel,$1.99,521,,06-03-2020,east
lapis morsel,$1.99,563,,06-03-2020,west
pink morsel,3,547,1641,07-03-2020,north
pink morsel,3,527,1581,07-03-2020,south
pink morsel,3,599,1797,07-03-2020,east
pink morsel,3,558,1674,07-03-2020,west
gold morsel,$9.99,515,,07-03-2020,north
gold morsel,$9.99,582,,07-03-2020,south
gold morsel,$9.99,542,,07-03-2020,east
gold morsel,$9.99,543,,07-03-2020,west
magenta morsel,$2.50,594,,07-03-2020,north
magenta morsel,$2.50,549,,07-03-2020,south
magenta morsel,$2.50,554,,07-03-2020,east
magenta morsel,$2.50,515,,07-03-2020,west
chartreuse morsel,$3.00,532,,07-03-2020,north
chartreuse morsel,$3.00,564,,07-03-2020,south
chartreuse morsel,$3.00,597,,07-03-2020,east
chartreuse morsel,$3.00,551,,07-03-2020,west
periwinkle morsel,$1.25,517,,07-03-2020,north
periwinkle morsel,$1.25,522,,07-03-2020,south
periwinkle morsel,$1.25,528,,07-03-2020,east
periwinkle morsel,$1.25,506,,07-03-2020,west
vermilion morsel,$4.99,504,,07-03-2020,north
vermilion morsel,$4.99,543,,07-03-2020,south
vermilion morsel,$4.99,537,,07-03-2020,east
vermilion morsel,$4.99,582,,07-03-2020,west
lapis morsel,$1.99,549,,07-03-2020,north
lapis morsel,$1.99,515,,07-03-2020,south
lapis morsel,$1.99,559,,07-03-2020,east
lapis morsel,$1.99,582,,07-03-2020,west
pink morsel,3,567,1701,08-03-2020,north
pink morsel,3,530,1590,08-03-2020,south
pink morsel,3,533,1599,08-03-2020,east
pink morsel,3,597,1791,08-03-2020,west
gold morsel,$9.99,509,,08-03-2020,north
gold morsel,$9.99,528,,08-03-2020,south
gold morsel,$9.99,503,,08-03-2020,east
gold morsel,$9.99,544,,08-03-2020,west
magenta morsel,$2.50,530,,08-03-2020,north
magenta morsel,$2.50,542,,08-03-2020,south
magenta morsel,$2.50,594,,08-03-2020,east
magenta morsel,$2.50,589,,08-03-2020,west
chartreuse morsel,$3.00,561,,08-03-2020,north
chartreuse morsel,$3.00,592,,08-03-2020,south
chartreuse morsel,$3.00,511,,08-03-2020,east
chartreuse morsel,$3.00,525,,08-03-2020,west
periwinkle morsel,$1.25,521,,08-03-2020,north
periwinkle morsel,$1.25,502,,08-03-2020,south
periwinkle morsel,$1.25,573,,08-03-2020,east
periwinkle morsel,$1.25,578,,08-03-2020,west
vermilion morsel,$4.99,533,,08-03-2020,north
vermilion morsel,$4.99,594,,08-03-2020,south
vermilion morsel,$4.99,513,,08-03-2020,east
vermilion morsel,$4.99,563,,08-03-2020,west
lapis morsel,$1.99,596,,08-03-2020,north
lapis morsel,$1.99,501,,08-03-2020,south
lapis morsel,$1.99,595,,08-03-2020,east
lapis morsel,$1.99,509,,08-03-2020,west
pink morsel,3,573,1719,09-03-2020,north
pink morsel,3,592,1776,09-03-2020,south
pink morsel,3,514,1542,09-03-2020,east
pink morsel,3,580,1740,09-03-2020,west
gold morsel,$9.99,547,,09-03-2020,north
gold morsel,$9.99,567,,09-03-2020,south
gold morsel,$9.99,563,,09-03-2020,east
gold morsel,$9.99,523,,09-03-2020,west
magenta morsel,$2.50,503,,09-03-2020,north
magenta morsel,$2.50,526,,09-03-2020,south
magenta morsel,$2.50,560,,09-03-2020,east
magenta morsel,$2.50,586,,09-03-2020,west
chartreuse morsel,$3.00,584,,09-03-2020,north
chartreuse morsel,$3.00,530,,09-03-2020,south
chartreuse morsel,$3.00,587,,09-03-2020,east
chartreuse morsel,$3.00,596,,09-03-2020,west
periwinkle morsel,$1.25,596,,09-03-2020,north
periwinkle morsel,$1.25,537,,09-03-2020,south
periwinkle morsel,$1.25,574,,09-03-2020,east
periwinkle morsel,$1.25,537,,09-03-2020,west
vermilion morsel,$4.99,600,,09-03-2020,north
vermilion morsel,$4.99,558,,09-03-2020,south
vermilion morsel,$4.99,573,,09-03-2020,east
vermilion morsel,$4.99,595,,09-03-2020,west
lapis morsel,$1.99,598,,09-03-2020,north
lapis morsel,$1.99,533,,09-03-2020,south
lapis morsel,$1.99,572,,09-03-2020,east
lapis morsel,$1.99,590,,09-03-2020,west
pink morsel,3,548,1644,10-03-2020,north
pink morsel,3,551,1653,10-03-2020,south
pink morsel,3,599,1797,10-03-2020,east
pink morsel,3,580,1740,10-03-2020,west
gold morsel,$9.99,590,,10-03-2020,north
gold morsel,$9.99,599,,10-03-2020,south
gold morsel,$9.99,567,,10-03-2020,east
gold morsel,$9.99,503,,10-03-2020,west
magenta morsel,$2.50,566,,10-03-2020,north
magenta morsel,$2.50,556,,10-03-2020,south
magenta morsel,$2.50,536,,10-03-2020,east
magenta morsel,$2.50,559,,10-03-2020,west
chartreuse morsel,$3.00,517,,10-03-2020,north
chartreuse morsel,$3.00,562,,10-03-2020,south
chartreuse morsel,$3.00,588,,10-03-2020,east
chartreuse morsel,$3.00,536,,10-03-2020,west
periwinkle morsel,$1.25,558,,10-03-2020,north
periwinkle morsel,$1.25,519,,10-03-2020,south
periwinkle morsel,$1.25,599,,10-03-2020,east
periwinkle morsel,$1.25,532,,10-03-2020,west
vermilion morsel,$4.99,534,,10-03-2020,north
vermilion morsel,$4.99,559,,10-03-2020,south
vermilion morsel,$4.99,525,,10-03-2020,east
vermilion morsel,$4.99,500,,10-03-2020,west
lapis morsel,$1.99,532,,10-03-2020,north
lapis morsel,$1.99,528,,10-03-2020,south
lapis morsel,$1.99,598,,10-03-2020,east
lapis morsel,$1.99,587,,10-03-2020,west
pink morsel,3,535,1605,11-03-2020,north
pink morsel,3,528,1584,11-03-2020,south
pink morsel,3,554,1662,11-03-2020,east
pink morsel,3,524,1572,11-03-2020,west
gold morsel,$9.99,519,,11-03-2020,north
gold morsel,$9.99,512,,11-03-2020,south
gold morsel,$9.99,559,,11-03-2020,east
gold morsel,$9.99,500,,11-03-2020,west
magenta morsel,$2.50,592,,11-03-2020,north
magenta morsel,$2.50,512,,11-03-2020,south
magenta morsel,$2.50,556,,11-03-2020,east
magenta morsel,$2.50,594,,11-03-2020,west
chartreuse morsel,$3.00,592,,11-03-2020,north
chartreuse morsel,$3.00,543,,11-03-2020,south
chartreuse morsel,$3.00,500,,11-03-2020,east
chartreuse morsel,$3.00,522,,11-03-2020,west
periwinkle morsel,$1.25,501,,11-03-2020,north
periwinkle morsel,$1.25,591,,11-03-2020,south
periwinkle morsel,$1.25,513,,11-03-2020,east
periwinkle morsel,$1.25,544,,11-03-2020,west
vermilion morsel,$4.99,515,,11-03-2020,north
vermilion morsel,$4.99,503,,11-03-2020,south
vermilion morsel,$4.99,503,,11-03-2020,east
vermilion morsel,$4.99,504,,11-03-2020,west
lapis morsel,$1.99,548,,11-03-2020,north
lapis morsel,$1.99,525,,11-03-2020,south
lapis morsel,$1.99,561,,11-03-2020,east
lapis morsel,$1.99,571,,11-03-2020,west
pink morsel,3,545,1635,12-03-2020,north
pink morsel,3,516,1548,12-03-2020,south
pink morsel,3,560,1680,12-03-2020,east
pink morsel,3,589,1767,12-03-2020,west
gold morsel,$9.99,510,,12-03-2020,north
gold morsel,$9.99,515,,12-03-2020,south
gold morsel,$9.99,564,,12-03-2020,east
gold morsel,$9.99,564,,12-03-2020,west
magenta morsel,$2.50,559,,12-03-2020,north
magenta morsel,$2.50,538,,12-03-2020,south
magenta morsel,$2.50,568,,12-03-2020,east
magenta morsel,$2.50,530,,12-03-2020,west
chartreuse morsel,$3.00,542,,12-03-2020,north
chartreuse morsel,$3.00,521,,12-03-2020,south
chartreuse morsel,$3.00,511,,12-03-2020,east
chartreuse morsel,$3.00,540,,12-03-2020,west
periwinkle morsel,$1.25,508,,12-03-2020,north
periwinkle morsel,$1.25,540,,12-03-2020,south
periwinkle morsel,$1.25,537,,12-03-2020,east
periwinkle morsel,$1.25,549,,12-03-2020,west
vermilion morsel,$4.99,548,,12-03-2020,north
vermilion morsel,$4.99,581,,12-03-2020,south
vermilion morsel,$4.99,506,,12-03-2020,east
vermilion morsel,$4.99,527,,12-03-2020,west
lapis morsel,$1.99,586,,12-03-2020,north
lapis morsel,$1.99,571,,12-03-2020,south
lapis morsel,$1.99,590,,12-03-2020,east
lapis morsel,$1.99,533,,12-03-2020,west
pink morsel,3,518,1554,13-03-2020,north
pink morsel,3,562,1686,13-03-2020,south
pink morsel,3,583,1749,13-03-2020,east
pink morsel,3,518,1554,13-03-2020,west
gold morsel,$9.99,573,,13-03-2020,north
gold morsel,$9.99,571,,13-03-2020,south
gold morsel,$9.99,586,,13-03-2020,east
gold morsel,$9.99,510,,13-03-2020,west
magenta morsel,$2.50,578,,13-03-2020,north
magenta morsel,$2.50,535,,13-03-2020,south
magenta morsel,$2.50,525,,13-03-2020,east
magenta morsel,$2.50,597,,13-03-2020,west
chartreuse morsel,$3.00,511,,13-03-2020,north
chartreuse morsel,$3.00,584,,13-03-2020,south
chartreuse morsel,$3.00,535,,13-03-2020,east
chartreuse morsel,$3.00,594,,13-03-2020,west
periwinkle morsel,$1.25,573,,13-03-2020,north
periwinkle morsel,$1.25,554,,13-03-2020,south
periwinkle morsel,$1.25,596,,13-03-2020,east
periwinkle morsel,$1.25,549,,13-03-2020,west
vermilion morsel,$4.99,575,,13-03-2020,north
vermilion morsel,$4.99,536,,13-03-2020,south
vermilion morsel,$4.99,575,,13-03-2020,east
vermilion morsel,$4.99,566,,13-03-2020,west
lapis morsel,$1.99,584,,13-03-2020,north
lapis morsel,$1.99,546,,13-03-2020,south
lapis morsel,$1.99,543,,13-03-2020,east
lapis morsel,$1.99,546,,13-03-2020,west
pink morsel,3,554,1662,14-03-2020,north
pink morsel,3,519,1557,14-03-2020,south
pink morsel,3,585,1755,14-03-2020,east
pink morsel,3,586,1758,14-03-2020,west
gold morsel,$9.99,525,,14-03-2020,north
gold morsel,$9.99,533,,14-03-2020,south
gold morsel,$9.99,582,,14-03-2020,east
gold morsel,$9.99,510,,14-03-2020,west
magenta morsel,$2.50,530,,14-03-2020,north
magenta morsel,$2.50,566,,14-03-2020,south
magenta morsel,$2.50,557,,14-03-2020,east
magenta morsel,$2.50,556,,14-03-2020,west
chartreuse morsel,$3.00,590,,14-03-2020,north
chartreuse morsel,$3.00,593,,14-03-2020,south
chartreuse morsel,$3.00,564,,14-03-2020,east
chartreuse morsel,$3.00,551,,14-03-2020,west
periwinkle morsel,$1.25,561,,14-03-2020,north
periwinkle morsel,$1.25,597,,14-03-2020,south
periwinkle morsel,$1.25,561,,14-03-2020,east
periwinkle morsel,$1.25,578,,14-03-2020,west
vermilion morsel,$4.99,509,,14-03-2020,north
vermilion morsel,$4.99,535,,14-03-2020,south
vermilion morsel,$4.99,511,,14-03-2020,east
vermilion morsel,$4.99,565,,14-03-2020,west
lapis morsel,$1.99,573,,14-03-2020,north
lapis morsel,$1.99,531,,14-03-2020,south
lapis morsel,$1.99,589,,14-03-2020,east
lapis morsel,$1.99,514,,14-03-2020,west
pink morsel,3,500,1500,15-03-2020,north
pink morsel,3,555,1665,15-03-2020,south
pink morsel,3,587,1761,15-03-2020,east
pink morsel,3,542,1626,15-03-2020,west
gold morsel,$9.99,530,,15-03-2020,north
gold morsel,$9.99,576,,15-03-2020,south
gold morsel,$9.99,600,,15-03-2020,east
gold morsel,$9.99,521,,15-03-2020,west
magenta morsel,$2.50,530,,15-03-2020,north
magenta morsel,$2.50,588,,15-03-2020,south
magenta morsel,$2.50,550,,15-03-2020,east
magenta morsel,$2.50,574,,15-03-2020,west
chartreuse morsel,$3.00,536,,15-03-2020,north
chartreuse morsel,$3.00,548,,15-03-2020,south
chartreuse morsel,$3.00,524,,15-03-2020,east
chartreuse morsel,$3.00,535,,15-03-2020,west
periwinkle morsel,$1.25,553,,15-03-2020,north
periwinkle morsel,$1.25,527,,15-03-2020,south
periwinkle morsel,$1.25,590,,15-03-2020,east
periwinkle morsel,$1.25,573,,15-03-2020,west
vermilion morsel,$4.99,525,,15-03-2020,north
vermilion morsel,$4.99,587,,15-03-2020,south
vermilion morsel,$4.99,584,,15-03-2020,east
vermilion morsel,$4.99,579,,15-03-2020,west
lapis morsel,$1.99,528,,15-03-2020,north
lapis morsel,$1.99,551,,15-03-2020,south
lapis morsel,$1.99,554,,15-03-2020,east
lapis morsel,$1.99,511,,15-03-2020,west
pink morsel,3,550,1650,16-03-2020,north
pink morsel,3,574,1722,16-03-2020,south
pink morsel,3,547,1641,16-03-2020,east
pink morsel,3,537,1611,16-03-2020,west
gold morsel,$9.99,598,,16-03-2020,north
gold morsel,$9.99,517,,16-03-2020,south
gold morsel,$9.99,578,,16-03-2020,east
gold morsel,$9.99,531,,16-03-2020,west
magenta morsel,$2.50,523,,16-03-2020,north
magenta morsel,$2.50,542,,16-03-2020,south
magenta morsel,$2.50,572,,16-03-2020,east
magenta morsel,$2.50,550,,16-03-2020,west
chartreuse morsel,$3.00,580,,16-03-2020,north
chartreuse morsel,$3.00,509,,16-03-2020,south
chartreuse morsel,$3.00,551,,16-03-2020,east
chartreuse morsel,$3.00,586,,16-03-2020,west
periwinkle morsel,$1.25,599,,16-03-2020,north
periwinkle morsel,$1.25,599,,16-03-2020,south
periwinkle morsel,$1.25,536,,16-03-2020,east
periwinkle morsel,$1.25,543,,16-03-2020,west
vermilion morsel,$4.99,540,,16-03-2020,north
vermilion morsel,$4.99,597,,16-03-2020,south
vermilion morsel,$4.99,549,,16-03-2020,east
vermilion morsel,$4.99,589,,16-03-2020,west
lapis morsel,$1.99,585,,16-03-2020,north
lapis morsel,$1.99,549,,16-03-2020,south
lapis morsel,$1.99,594,,16-03-2020,east
lapis morsel,$1.99,600,,16-03-2020,west
pink morsel,3,567,1701,17-03-2020,north
pink morsel,3,567,1701,17-03-2020,south
pink morsel,3,598,1794,17-03-2020,east
pink morsel,3,503,1509,17-03-2020,west
gold morsel,$9.99,590,,17-03-2020,north
gold morsel,$9.99,534,,17-03-2020,south
gold morsel,$9.99,500,,17-03-2020,east
gold morsel,$9.99,529,,17-03-2020,west
magenta morsel,$2.50,583,,17-03-2020,north
magenta morsel,$2.50,584,,17-03-2020,south
magenta morsel,$2.50,556,,17-03-2020,east
magenta morsel,$2.50,586,,17-03-2020,west
chartreuse morsel,$3.00,565,,17-03-2020,north
chartreuse morsel,$3.00,543,,17-03-2020,south
chartreuse morsel,$3.00,508,,17-03-2020,east
chartreuse morsel,$3.00,553,,17-03-2020,west
periwinkle morsel,$1.25,518,,17-03-2020,north
periwinkle morsel,$1.25,568,,17-03-2020,south
periwinkle morsel,$1.25,541,,17-03-2020,east
periwinkle morsel,$1.25,518,,17-03-2020,west
vermilion morsel,$4.99,545,,17-03-2020,north
vermilion morsel,$4.99,588,,17-03-2020,south
vermilion morsel,$4.99,574,,17-03-2020,east
vermilion morsel,$4.99,574,,17-03-2020,west
lapis morsel,$1.99,532,,17-03-2020,north
lapis morsel,$1.99,576,,17-03-2020,south
lapis morsel,$1.99,514,,17-03-2020,east
lapis morsel,$1.99,548,,17-03-2020,west
pink morsel,3,522,1566,18-03-2020,north
pink morsel,3,572,1716,18-03-2020,south
pink morsel,3,567,1701,18-03-2020,east
pink morsel,3,535,1605,18-03-2020,west
gold morsel,$9.99,580,,18-03-2020,north
gold morsel,$9.99,550,,18-03-2020,south
gold morsel,$9.99,557,,18-03-2020,east
gold morsel,$9.99,576,,18-03-2020,west
magenta morsel,$2.50,540,,18-03-2020,north
magenta morsel,$2.50,528,,18-03-2020,south
magenta morsel,$2.50,548,,18-03-2020,east
magenta morsel,$2.50,535,,18-03-2020,west
chartreuse morsel,$3.00,504,,18-03-2020,north
chartreuse morsel,$3.00,564,,18-03-2020,south
chartreuse morsel,$3.00,569,,18-03-2020,east
chartreuse morsel,$3.00,556,,18-03-2020,west
periwinkle morsel,$1.25,557,,18-03-2020,north
periwinkle morsel,$1.25,526,,18-03-2020,south
periwinkle morsel,$1.25,519,,18-03-2020,east
periwinkle morsel,$1.25,586,,18-03-2020,west
vermilion morsel,$4.99,555,,18-03-2020,north
vermilion morsel,$4.99,530,,18-03-2020,south
vermilion morsel,$4.99,545,,18-03-2020,east
vermilion morsel,$4.99,565,,18-03-2020,west
lapis morsel,$1.99,530,,18-03-2020,north
lapis morsel,$1.99,516,,18-03-2020,south
lapis morsel,$1.99,569,,18-03-2020,east
lapis morsel,$1.99,545,,18-03-2020,west
pink morsel,3,527,1581,19-03-2020,north
pink morsel,3,599,1797,19-03-2020,south
pink morsel,3,575,1725,19-03-2020,east
pink morsel,3,518,1554,19-03-2020,west
gold morsel,$9.99,504,,19-03-2020,north
gold morsel,$9.99,577,,19-03-2020,south
gold morsel,$9.99,582,,19-03-2020,east
gold morsel,$9.99,552,,19-03-2020,west
magenta morsel,$2.50,580,,19-03-2020,north
magenta morsel,$2.50,511,,19-03-2020,south
magenta morsel,$2.50,554,,19-03-2020,east
magenta morsel,$2.50,578,,19-03-2020,west
chartreuse morsel,$3.00,585,,19-03-2020,north
chartreuse morsel,$3.00,548,,19-03-2020,south
chartreuse morsel,$3.00,516,,19-03-2020,east
chartreuse morsel,$3.00,562,,19-03-2020,west
periwinkle morsel,$1.25,544,,19-03-2020,north
periwinkle morsel,$1.25,558,,19-03-2020,south
periwinkle morsel,$1.25,500,,19-03-2020,east
periwinkle morsel,$1.25,538,,19-03-2020,west
vermilion morsel,$4.99,507,,19-03-2020,north
vermilion morsel,$4.99,542,,19-03-2020,south
vermilion morsel,$4.99,545,,19-03-2020,east
vermilion morsel,$4.99,526,,19-03-2020,west
lapis morsel,$1.99,593,,19-03-2020,north
lapis morsel,$1.99,541,,19-03-2020,south
lapis morsel,$1.99,574,,19-03-2020,east
lapis morsel,$1.99,543,,19-03-2020,west
pink morsel,3,555,1665,20-03-2020,north
pink morsel,3,547,1641,20-03-2020,south
pink morsel,3,559,1677,20-03-2020,east
pink morsel,3,569,1707,20-03-2020,west
gold morsel,$9.99,585,,20-03-2020,north
gold morsel,$9.99,599,,20-03-2020,south
gold morsel,$9.99,553,,20-03-2020,east
gold morsel,$9.99,505,,20-03-2020,west
magenta morsel,$2.50,560,,20-03-2020,north
magenta morsel,$2.50,516,,20-03-2020,south
magenta morsel,$2.50,511,,20-03-2020,east
magenta morsel,$2.50,573,,20-03-2020,west
chartreuse morsel,$3.00,546,,20-03-2020,north
chartreuse morsel,$3.00,529,,20-03-2020,south
chartreuse morsel,$3.00,572,,20-03-2020,east
chartreuse morsel,$3.00,510,,20-03-2020,west
periwinkle morsel,$1.25,570,,20-03-2020,north
periwinkle morsel,$1.25,592,,20-03-2020,south
periwinkle morsel,$1.25,532,,20-03-2020,east
periwinkle morsel,$1.25,599,,20-03-2020,west
vermilion morsel,$4.99,599,,20-03-2020,north
vermilion morsel,$4.99,587,,20-03-2020,south
vermilion morsel,$4.99,512,,20-03-2020,east
vermilion morsel,$4.99,506,,20-03-2020,west
lapis morsel,$1.99,593,,20-03-2020,north
lapis morsel,$1.99,501,,20-03-2020,south
lapis morsel,$1.99,555,,20-03-2020,east
lapis morsel,$1.99,586,,20-03-2020,west
pink morsel,3,525,1575,21-03-2020,north
pink morsel,3,558,1674,21-03-2020,south
pink morsel,3,569,1707,21-03-2020,east
